index,0
0,-5.249786228470612
1,-5.122793121970531
2,-0.1471768075176101
3,-5.355941489387643
4,-5.355941489387643
5,-5.248867599170211
6,-5.122610890615405
7,-0.14790947969787283
8,-5.355941489387643
9,-5.355941489387643
10,-5.248867599170211
11,-5.122610890615405
12,-0.14790947969787283
13,-5.355941489387643
14,-5.355941489387643
15,-5.249281792232523
16,-5.122610890615405
17,-0.14790947969787283
18,-5.355941489387643
19,-5.355941489387643
20,-5.248867599170211
21,-5.122610890615405
22,-0.14790947969787283
23,-5.355941489387643
24,-5.355941489387643
